Observation,Grade,Label,Prediction,Threshold,New Prediction,Explanation,Change
449,A,False,0.06241401214173749,0.5,,0,No Explanation
450,A,False,0.027645125756737096,0.5,,0,No Explanation
451,B,False,0.191968453932438,0.5,,0,No Explanation
452,C,False,0.08362276347238755,0.5,,0,No Explanation
453,A,False,0.02807510429486621,0.5,,0,No Explanation
454,A,False,0.08179713138956322,0.5,,0,No Explanation
455,D,False,0.09331420017596558,0.5,,0,No Explanation
456,A,False,0.021429582423827948,0.5,,0,No Explanation
457,A,False,0.10026352704312998,0.5,,0,No Explanation
458,A,False,0.0697032211080439,0.5,,0,No Explanation
459,C,False,0.156607817356617,0.5,,0,No Explanation
460,E,False,0.25283957300757515,0.5,,0,No Explanation
461,B,False,0.3133108865259766,0.5,,0,No Explanation
462,A,False,0.13706303144494209,0.5,,0,No Explanation
463,C,False,0.05813257425374313,0.5,,0,No Explanation
464,B,True,0.22196974800286634,0.5,,0,No Explanation
465,D,False,0.340436456383538,0.5,,0,No Explanation
466,A,True,0.18845590890018132,0.5,,0,No Explanation
467,B,False,0.11890418627027236,0.5,,0,No Explanation
468,B,False,0.2409784049693418,0.5,,0,No Explanation
469,C,False,0.17404778345478747,0.5,,0,No Explanation
470,B,False,0.1843839946488883,0.5,,0,No Explanation
471,B,False,0.2509345087132269,0.5,,0,No Explanation
472,A,False,0.09422223627110844,0.5,,0,No Explanation
473,D,False,0.25268710713751596,0.5,,0,No Explanation
474,B,True,0.1485756431075972,0.5,,0,No Explanation
475,A,False,0.08548043715871198,0.5,,0,No Explanation
476,C,False,0.2636948060847931,0.5,,0,No Explanation
477,B,False,0.15904170184144417,0.5,,0,No Explanation
478,D,True,0.24005691770565463,0.5,,0,No Explanation
479,C,False,0.09589145279326398,0.5,,0,No Explanation
480,B,False,0.18003129135714083,0.5,,0,No Explanation
481,B,False,0.20660296633030611,0.5,,0,No Explanation
482,C,False,0.18541386543526991,0.5,,0,No Explanation
483,G,False,0.24269960975805424,0.5,,0,No Explanation
484,A,False,0.049775909703595876,0.5,,0,No Explanation
485,C,False,0.2251823058964856,0.5,,0,No Explanation
486,F,False,0.43454040364796326,0.5,,0,No Explanation
487,A,True,0.06311895661274544,0.5,,0,No Explanation
488,A,False,0.028907387130676445,0.5,,0,No Explanation
489,B,False,0.03994931895926318,0.5,,0,No Explanation
490,A,False,0.16420203741354042,0.5,,0,No Explanation
491,A,False,0.09795960579699832,0.5,,0,No Explanation
492,A,False,0.023871227978370838,0.5,,0,No Explanation
493,C,False,0.24348720189830325,0.5,,0,No Explanation
494,A,False,0.035527853516575315,0.5,,0,No Explanation
495,E,False,0.34424502225530457,0.5,,0,No Explanation
496,B,False,0.10406764399845236,0.5,,0,No Explanation
497,B,False,0.11041439044696796,0.5,,0,No Explanation
498,C,True,0.2585274915750743,0.5,,0,No Explanation
499,D,False,0.11113469204042176,0.5,,0,No Explanation
500,B,True,0.21116740832902725,0.5,,0,No Explanation
501,D,False,0.3371260378421035,0.5,,0,No Explanation
502,A,False,0.10976269192122423,0.5,,0,No Explanation
503,E,True,0.19336630112559694,0.5,,0,No Explanation
504,B,False,0.12953726111340844,0.5,,0,No Explanation
505,D,False,0.15324345341515866,0.5,,0,No Explanation
506,C,False,0.10547124385951433,0.5,,0,No Explanation
507,B,True,0.19335092969698667,0.5,,0,No Explanation
508,B,False,0.0558329161072062,0.5,,0,No Explanation
509,E,True,0.29428842909483294,0.5,,0,No Explanation
510,B,False,0.23157185896525775,0.5,,0,No Explanation
511,A,False,0.13535770871485014,0.5,,0,No Explanation
512,E,False,0.32897405540137964,0.5,,0,No Explanation
513,C,False,0.2806067123572483,0.5,,0,No Explanation
514,A,False,0.04788375841162721,0.5,,0,No Explanation
515,C,False,0.2079660540629185,0.5,,0,No Explanation
516,A,False,0.07911703355722954,0.5,,0,No Explanation
517,E,False,0.3647279791754355,0.5,,0,No Explanation
518,B,False,0.15889814011302195,0.5,,0,No Explanation
519,D,True,0.39729713916254,0.5,,0,No Explanation
520,D,False,0.3793636695799386,0.5,,0,No Explanation
521,B,False,0.08676062629796069,0.5,,0,No Explanation
522,A,False,0.13618062266261344,0.5,,0,No Explanation
523,C,False,0.08245968373960989,0.5,,0,No Explanation
524,D,True,0.43517459513449097,0.5,,0,No Explanation
525,B,False,0.08246373986537003,0.5,,0,No Explanation
526,A,False,0.06794904512925866,0.5,,0,No Explanation
527,D,False,0.26469036776977706,0.5,,0,No Explanation
528,A,False,0.1570129192365343,0.5,,0,No Explanation
529,C,False,0.29909767417191585,0.5,,0,No Explanation
530,B,True,0.14213081338215217,0.5,,0,No Explanation
531,B,False,0.15954885357495877,0.5,,0,No Explanation
532,C,False,0.19742175567252512,0.5,,0,No Explanation
533,A,False,0.036098649351792814,0.5,,0,No Explanation
534,A,False,0.10176955273849683,0.5,,0,No Explanation
535,A,False,0.1384648410263852,0.5,,0,No Explanation
536,B,False,0.07812018873545197,0.5,,0,No Explanation
537,A,False,0.15082679639553792,0.5,,0,No Explanation
538,E,False,0.2731761271368141,0.5,,0,No Explanation
539,D,False,0.16029730131905964,0.5,,0,No Explanation
540,D,True,0.19830650031389416,0.5,,0,No Explanation
541,D,False,0.2528798368237535,0.5,,0,No Explanation
542,B,False,0.12749271814588037,0.5,,0,No Explanation
543,B,False,0.2030429857482153,0.5,,0,No Explanation
544,C,False,0.1359789637618456,0.5,,0,No Explanation
545,B,False,0.06297628245218044,0.5,,0,No Explanation
546,B,False,0.11445563802955001,0.5,,0,No Explanation
547,A,False,0.08815935671607458,0.5,,0,No Explanation
548,C,False,0.18624991010017722,0.5,,0,No Explanation
549,E,True,0.48127579805686127,0.5,,0,No Explanation
550,B,False,0.1876806740372482,0.5,,0,No Explanation
551,A,False,0.06207439932809391,0.5,,0,No Explanation
552,C,False,0.18685516181425807,0.5,,0,No Explanation
553,A,True,0.1093438226613236,0.5,,0,No Explanation
554,D,False,0.23021683722010075,0.5,,0,No Explanation
555,A,False,0.12102187989810807,0.5,,0,No Explanation
556,A,False,0.04344658110063433,0.5,,0,No Explanation
557,B,False,0.15679115845297992,0.5,,0,No Explanation
558,A,False,0.10671387118814353,0.5,,0,No Explanation
559,A,True,0.15444735954343453,0.5,,0,No Explanation
560,D,False,0.4982477727666619,0.5,,0,No Explanation
561,D,False,0.3214932213000197,0.5,,0,No Explanation
562,D,False,0.14423630483863573,0.5,,0,No Explanation
563,B,False,0.06011340996065676,0.5,,0,No Explanation
564,B,False,0.042795233086000944,0.5,,0,No Explanation
565,A,False,0.09080689657613847,0.5,,0,No Explanation
566,E,False,0.29460046924199734,0.5,,0,No Explanation
567,A,False,0.07084416897684603,0.5,,0,No Explanation
568,C,False,0.2375859454037017,0.5,,0,No Explanation
569,C,False,0.15527630185043606,0.5,,0,No Explanation
570,A,False,0.12085756124294633,0.5,,0,No Explanation
571,D,False,0.16638231698312622,0.5,,0,No Explanation
572,B,False,0.15720782455167523,0.5,,0,No Explanation
573,F,False,0.18821193399833155,0.5,,0,No Explanation
574,A,False,0.07547523568483898,0.5,,0,No Explanation
575,A,False,0.13485082405029167,0.5,,0,No Explanation
576,C,False,0.14019448256864345,0.5,,0,No Explanation
577,D,False,0.27380828797630125,0.5,,0,No Explanation
578,B,False,0.14960359928437925,0.5,,0,No Explanation
579,D,False,0.12240230224287067,0.5,,0,No Explanation
580,A,False,0.07157165581093045,0.5,,0,No Explanation
581,B,False,0.17078163317739933,0.5,,0,No Explanation
582,B,True,0.15382113133401518,0.5,,0,No Explanation
583,A,False,0.10696833569785662,0.5,,0,No Explanation
584,C,True,0.1176158085024717,0.5,,0,No Explanation
585,B,True,0.1139767521697194,0.5,,0,No Explanation
586,C,False,0.16449791494503083,0.5,,0,No Explanation
587,D,False,0.23317290907963606,0.5,,0,No Explanation
588,B,False,0.061073349071651024,0.5,,0,No Explanation
589,A,False,0.1070091132735721,0.5,,0,No Explanation
590,A,False,0.11165804490340027,0.5,,0,No Explanation
591,A,False,0.1114941829318099,0.5,,0,No Explanation
592,A,False,0.040460449467010995,0.5,,0,No Explanation
593,A,False,0.16822420766528945,0.5,,0,No Explanation
594,C,False,0.18138589629068716,0.5,,0,No Explanation
595,B,False,0.1264121839207859,0.5,,0,No Explanation
596,C,False,0.12259778282819757,0.5,,0,No Explanation
597,B,False,0.06666654686764151,0.5,,0,No Explanation
598,C,False,0.11341948918384515,0.5,,0,No Explanation
599,B,False,0.08575067530574293,0.5,,0,No Explanation
600,E,False,0.26859553975066214,0.5,,0,No Explanation
601,D,True,0.24396053938272091,0.5,,0,No Explanation
602,A,False,0.12961616399667486,0.5,,0,No Explanation
603,B,False,0.08839760038049282,0.5,,0,No Explanation
604,C,False,0.11798947095956402,0.5,,0,No Explanation
605,B,False,0.14646537672412543,0.5,,0,No Explanation
606,D,False,0.14117986724312617,0.5,,0,No Explanation
607,C,False,0.16097108158446924,0.5,,0,No Explanation
608,C,True,0.1754146320679305,0.5,,0,No Explanation
609,D,False,0.2674674086987116,0.5,,0,No Explanation
610,D,False,0.15256331155021227,0.5,,0,No Explanation
611,D,False,0.13181792937896677,0.5,,0,No Explanation
612,B,False,0.021660099680325284,0.5,,0,No Explanation
613,B,False,0.0650449136761517,0.5,,0,No Explanation
614,D,True,0.16961866678619336,0.5,,0,No Explanation
615,B,False,0.17258443703093723,0.5,,0,No Explanation
616,B,False,0.16134546644748862,0.5,,0,No Explanation
617,B,False,0.12960342047154644,0.5,,0,No Explanation
618,C,False,0.16581313706140952,0.5,,0,No Explanation
619,B,False,0.07773709841528385,0.5,,0,No Explanation
620,B,False,0.16796387504725063,0.5,,0,No Explanation
621,C,False,0.11878559609738978,0.5,,0,No Explanation
622,E,False,0.2581992011265474,0.5,,0,No Explanation
623,B,False,0.11673517207225144,0.5,,0,No Explanation
624,D,False,0.2214340091461199,0.5,,0,No Explanation
625,A,False,0.05314344915774092,0.5,,0,No Explanation
626,D,True,0.2291275928277712,0.5,,0,No Explanation
627,C,False,0.16799397289587098,0.5,,0,No Explanation
628,C,False,0.13054847251907215,0.5,,0,No Explanation
629,B,False,0.18133035517137128,0.5,,0,No Explanation
630,B,False,0.1151138633156936,0.5,,0,No Explanation
631,C,False,0.09528495301936257,0.5,,0,No Explanation
632,B,True,0.1280924218873832,0.5,,0,No Explanation
633,C,False,0.11897054557529034,0.5,,0,No Explanation
634,B,True,0.0620067384171547,0.5,,0,No Explanation
635,A,False,0.1106097246978045,0.5,,0,No Explanation
636,A,False,0.03436376977075008,0.5,,0,No Explanation
637,C,False,0.19674173173193196,0.5,,0,No Explanation
638,B,False,0.15184259910349085,0.5,,0,No Explanation
639,E,False,0.22494542171326795,0.5,,0,No Explanation
640,B,False,0.058419238427080473,0.5,,0,No Explanation
641,C,False,0.09804465006805875,0.5,,0,No Explanation
642,B,False,0.16487083792465965,0.5,,0,No Explanation
643,B,False,0.15662884046167563,0.5,,0,No Explanation
644,A,False,0.0764225570915553,0.5,,0,No Explanation
645,A,False,0.09224559483292127,0.5,,0,No Explanation
646,A,False,0.055452579234506284,0.5,,0,No Explanation
647,B,False,0.13384865163663237,0.5,,0,No Explanation
648,D,False,0.24862669917277114,0.5,,0,No Explanation
649,D,False,0.24250443797518006,0.5,,0,No Explanation
650,A,False,0.07848894423428583,0.5,,0,No Explanation
651,A,False,0.06787234766274607,0.5,,0,No Explanation
652,A,False,0.042404601870621283,0.5,,0,No Explanation
653,C,False,0.12080278963924689,0.5,,0,No Explanation
654,C,False,0.08788613272198942,0.5,,0,No Explanation
655,A,False,0.02315810756548059,0.5,,0,No Explanation
656,C,False,0.17079932870234465,0.5,,0,No Explanation
657,A,False,0.03811739847454133,0.5,,0,No Explanation
658,A,False,0.04162971131428146,0.5,,0,No Explanation
659,C,False,0.0925250267581542,0.5,,0,No Explanation
660,C,False,0.19253807860316005,0.5,,0,No Explanation
661,D,True,0.3145001356537974,0.5,,0,No Explanation
662,C,False,0.19626985379803522,0.5,,0,No Explanation
663,B,True,0.08786443472754851,0.5,,0,No Explanation
664,C,False,0.19341234443062408,0.5,,0,No Explanation
665,D,False,0.29552479576444535,0.5,,0,No Explanation
666,C,False,0.048339812900816244,0.5,,0,No Explanation
667,B,False,0.08899949317925203,0.5,,0,No Explanation
668,B,False,0.25351798999774183,0.5,,0,No Explanation
669,D,False,0.1824438349311501,0.5,,0,No Explanation
670,B,False,0.1154212842727232,0.5,,0,No Explanation
671,C,False,0.24952734588065292,0.5,,0,No Explanation
672,B,False,0.09748500737020628,0.5,,0,No Explanation
673,C,False,0.13688483835024584,0.5,,0,No Explanation
674,D,False,0.13350922755497244,0.5,,0,No Explanation
675,G,True,0.23455261274289707,0.5,,0,No Explanation
676,A,False,0.02605027465531667,0.5,,0,No Explanation
677,B,False,0.05475199231209475,0.5,,0,No Explanation
678,C,False,0.09547756614300258,0.5,,0,No Explanation
679,B,False,0.143342774413035,0.5,,0,No Explanation
680,A,False,0.119960552408119,0.5,,0,No Explanation
681,A,False,0.13456239330425687,0.5,,0,No Explanation
682,B,False,0.0926317360529107,0.5,,0,No Explanation
683,B,False,0.10304916287347389,0.5,,0,No Explanation
684,B,False,0.08320763036753677,0.5,,0,No Explanation
685,B,False,0.07094091045821446,0.5,,0,No Explanation
686,C,True,0.15720078499962442,0.5,,0,No Explanation
687,C,False,0.16541898497938134,0.5,,0,No Explanation
688,D,True,0.07656271257096887,0.5,,0,No Explanation
689,B,False,0.18126582743528014,0.5,,0,No Explanation
690,B,False,0.08075838184300754,0.5,,0,No Explanation
691,A,False,0.06677215826680177,0.5,,0,No Explanation
692,A,False,0.022064007421150278,0.5,,0,No Explanation
693,E,False,0.2846754077198065,0.5,,0,No Explanation
694,A,False,0.13043952570706796,0.5,,0,No Explanation
695,E,False,0.03738837587134801,0.5,,0,No Explanation
696,C,False,0.10452667805146572,0.5,,0,No Explanation
697,B,False,0.06746003126662019,0.5,,0,No Explanation
698,C,False,0.09981366595413088,0.5,,0,No Explanation
699,B,False,0.1183039437361434,0.5,,0,No Explanation
700,D,False,0.19769720080220116,0.5,,0,No Explanation
701,A,False,0.02952729142202826,0.5,,0,No Explanation
702,D,False,0.19961167880285444,0.5,,0,No Explanation
703,C,False,0.14647917408654001,0.5,,0,No Explanation
704,A,False,0.02474538947775761,0.5,,0,No Explanation
705,A,False,0.016409448372508195,0.5,,0,No Explanation
706,C,False,0.163078990137632,0.5,,0,No Explanation
707,B,False,0.19108287380377142,0.5,,0,No Explanation
708,B,False,0.12134925639376104,0.5,,0,No Explanation
709,C,False,0.3728921279140235,0.5,,0,No Explanation
710,B,False,0.32670821890418944,0.5,,0,No Explanation
711,C,False,0.4458954775386903,0.5,,0,No Explanation
712,E,False,0.34483839974375274,0.5,,0,No Explanation
713,A,False,0.1347144083601903,0.5,,0,No Explanation
714,C,False,0.10549428101473493,0.5,,0,No Explanation
715,B,True,0.11682518610114345,0.5,,0,No Explanation
716,B,False,0.11629287554614132,0.5,,0,No Explanation
717,B,True,0.09598365027188192,0.5,,0,No Explanation
718,C,True,0.2075854233956394,0.5,,0,No Explanation
719,B,False,0.14355614796137717,0.5,,0,No Explanation
720,C,False,0.13869346850739406,0.5,,0,No Explanation
721,E,False,0.18406856033290306,0.5,,0,No Explanation
722,A,False,0.028883097061342594,0.5,,0,No Explanation
723,F,False,0.21076080865874056,0.5,,0,No Explanation
724,B,False,0.1853716815670109,0.5,,0,No Explanation
725,B,False,0.17593756730969398,0.5,,0,No Explanation
726,D,False,0.3744265146365426,0.5,,0,No Explanation
727,A,False,0.07421206211019261,0.5,,0,No Explanation
728,D,False,0.3656154482759059,0.5,,0,No Explanation
729,B,False,0.26043197776081856,0.5,,0,No Explanation
730,B,False,0.1494382665726506,0.5,,0,No Explanation
731,D,False,0.1917759436773984,0.5,,0,No Explanation
732,C,False,0.24068947832108567,0.5,,0,No Explanation
733,A,False,0.0851748853373975,0.5,,0,No Explanation
734,B,False,0.25352452806084463,0.5,,0,No Explanation
735,B,False,0.21793542000180072,0.5,,0,No Explanation
736,D,False,0.250504028415481,0.5,,0,No Explanation
737,B,False,0.0796551999504736,0.5,,0,No Explanation
738,C,False,0.39780359132864024,0.5,,0,No Explanation
739,C,False,0.25474744635917634,0.5,,0,No Explanation
740,A,False,0.11482128367842653,0.5,,0,No Explanation
741,B,False,0.07949571483230318,0.5,,0,No Explanation
742,B,False,0.17786700192520463,0.5,,0,No Explanation
743,C,False,0.1518079873021616,0.5,,0,No Explanation
744,D,False,0.20200155648043733,0.5,,0,No Explanation
745,C,False,0.0174696796665411,0.5,,0,No Explanation
746,D,False,0.144529921049557,0.5,,0,No Explanation
747,B,False,0.2607958495648898,0.5,,0,No Explanation
748,C,False,0.1653068727194785,0.5,,0,No Explanation
749,B,False,0.15216628232309445,0.5,,0,No Explanation
750,B,False,0.1797264287022618,0.5,,0,No Explanation
751,D,False,0.2157225507059651,0.5,,0,No Explanation
752,C,True,0.23878054710596505,0.5,,0,No Explanation
753,A,False,0.15468475600260964,0.5,,0,No Explanation
754,E,False,0.16792114119616955,0.5,,0,No Explanation
755,E,False,0.24385302933043027,0.5,,0,No Explanation
756,C,False,0.22176310902035898,0.5,,0,No Explanation
757,C,False,0.1295393123123891,0.5,,0,No Explanation
758,A,False,0.07791869622511605,0.5,,0,No Explanation
759,B,False,0.17013304070490112,0.5,,0,No Explanation
760,B,False,0.06534816616216213,0.5,,0,No Explanation
761,A,False,0.17958516033392247,0.5,,0,No Explanation
762,D,False,0.18356460669055258,0.5,,0,No Explanation
763,A,False,0.1273006568042966,0.5,,0,No Explanation
764,C,False,0.16308712539267678,0.5,,0,No Explanation
765,C,False,0.049353554430771496,0.5,,0,No Explanation
766,A,False,0.09138422943656427,0.5,,0,No Explanation
767,A,False,0.12962098165823976,0.5,,0,No Explanation
768,C,False,0.13123245855693377,0.5,,0,No Explanation
769,B,False,0.1648479824059521,0.5,,0,No Explanation
770,D,False,0.35284390856672215,0.5,,0,No Explanation
771,B,False,0.1592275875925888,0.5,,0,No Explanation
772,A,False,0.05026116051183188,0.5,,0,No Explanation
773,B,False,0.1539993268932789,0.5,,0,No Explanation
774,B,False,0.2749662902099346,0.5,,0,No Explanation
775,G,True,0.5242929339381076,0.5,0.3975036577568175,1,term:: 36 months from 0.0 to 1.0
